,pair1,pair2,apr,tvl,fee,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
1897,BNB,,3506.99,3.76,4,BSC,3.4889907549533244e+16,FARM,https://sabertoothswap.com,2021-08-23,,,
1898,BNB,,2.45,615443.72,1,BSC,2.4801748490787645,FARM,https://app.cosmicswap.finance,2021-08-23,https://app.cosmicswap.finance,BSC,D
1899,BNB,,1872.16,20.14,4,BSC,8492479449.641034,FARM,https://nu.parthenon.finance,2021-08-23,https://nu.parthenon.finance,BSC,D
1900,BNB,,50.72,7059.44,4,BSC,66.00503385558956,FARM,https://brickchain.finance,2021-08-23,https://brickchain.finance,BSC,C
1901,BNB,,124.03,2154.38,5,BSC,244.93901285874475,FARM,https://app.beefarm.finance,2021-08-23,,,
1902,BNB,,20.91,217.51,4,BSC,23.249445582058836,FARM,https://iota.parthenon.finance,2021-08-23,https://iota.parthenon.finance,BSC,F
1903,BNB,,27.39,766.21,3.5,BSC,31.494821233935188,FARM,,2021-08-23,,,A
1904,BNB,,27.39,766.21,3.5,BSC,31.494821233935188,FARM,,2021-08-23,,,B
1905,BNB,,27.39,766.21,3.5,BSC,31.494821233935188,FARM,,2021-08-23,,FANTOM,F
1906,BNB,,27.39,766.21,3.5,BSC,31.494821233935188,FARM,,2021-08-23,,MATIC,F
1907,BNB,,27.39,766.21,3.5,BSC,31.494821233935188,FARM,,2021-08-23,,MATIC,F
1908,BNB,,1394.45,8.13,4,BSC,87740667.53183971,FARM,https://rubin.eternity.money,2021-08-23,,,
1909,BNB,,0.23,23946.93,4,BSC,0.23026397657694986,FARM,https://werewolf.farm,2021-08-23,https://werewolf.farm,BSC,C
1910,BNB,,534.19,22.31,4,BSC,19997.63006050748,FARM,https://icebergdefi.com,2021-08-23,https://icebergdefi.com,BSC,F
1911,BNB,,0,0.00,4,BSC,0.0,FARM,https://nosfinance.com,2021-08-23,https://nosfinance.com,BSC,F
1912,BNB,,7.95,33.66,4,BSC,8.273618665344795,FARM,https://bsc.SpacePortDeFi.com,2021-08-23,,,
1913,BNB,,18.17,1659.07,4,BSC,19.920014548768815,FARM,https://beta.parthenon.finance,2021-08-23,https://beta.parthenon.finance,BSC,F
1914,BNB,,4.68,67.23,4,BSC,4.790926183061539,FARM,https://supermanion.com,2021-08-23,https://supermanion.com,BSC,D
1915,BNB,,17.05,79.48,4,BSC,18.585044245004624,FARM,https://lambda.parthenon.finance,2021-08-23,https://lambda.parthenon.finance,BSC,F
1916,BNB,,9.03,69.73,4,BSC,9.44903617384405,FARM,https://www.gemz.finance/,2021-08-23,,,
1917,BNB,,1891943.86,0.00,4,BSC,,FARM,https://app.noblefinance.co,2021-08-23,,,
1918,BNB,,0.00,144.86,4,BSC,0.0,FARM,https://ketchupfinance.com,2021-08-23,https://ketchupfinance.com,BSC,D
1919,BNB,,14.25,23.58,3.9,BSC,15.31210127431406,FARM,https://lady.smurf.money,2021-08-23,,,
1920,BNB,,706.99,4.68,4,BSC,109815.94020245812,FARM,https://whiteteethswap.finance,2021-08-23,,,
1921,BNB,,0.00,3004.05,3,BSC,0.0,FARM,https://frenchiedefi.com,2021-08-23,https://frenchiedefi.com,BSC,F
1922,BNB,,140.71,431.87,4,BSC,307.3060640770595,FARM,https://www.elixir-swap.io,2021-08-23,https://www.elixir-swap.io,BSC,F
1923,BNB,,0.00,269.98,4,BSC,0.0,FARM,https://wwf.finance,2021-08-23,,,
1924,BNB,,0.00,473.33,4,BSC,0.0,FARM,https://dumplingdefi.finance,2021-08-23,https://dumplingdefi.finance,BSC,C
1925,BNB,,0.00,18.16,1.9,BSC,0.0,FARM,https://kiyomi.finance,2021-08-23,https://kiyomi.finance,BSC,F
1926,BNB,,191.79,522.53,4,BSC,577.2557324970749,FARM,https://dinopark.finance,2021-08-23,https://dinopark.finance,BSC,D
1927,BNB,,0,0.00,4,BSC,0.0,FARM,https://www.tigerswapdefi.com,2021-08-23,https://www.tigerswapdefi.com,BSC,F
1928,BNB,,203.56,1732.06,0,BSC,661.3665766220203,FARM,https://biscuitfarm.finance,2021-08-23,https://biscuitfarm.finance,BSC,D
1929,BNB,,640.40,1.89,4,BSC,57061.680647483954,FARM,https://bsc2.SpacePortDeFi.com,2021-08-23,,,
1930,BNB,,20.48,2331.08,4,BSC,22.720909804442833,FARM,https://benswap.finance/,2021-08-23,https://benswap.finance/,BSC,D
1931,BNB,,169.89,64.19,4,BSC,444.6419626329644,FARM,https://radeon.finance,2021-08-23,,,
1932,BNB,,162.21,146.03,4,BSC,404.5547889148172,FARM,https://shallotdefi.com/,2021-08-23,,,
1933,BNB,,5197.83,1.41,4,BSC,1.2720826599657772e+23,FARM,https://jasmine.1001nights.gold,2021-08-23,,,
1934,BNB,,185.61,25.22,4,BSC,536.8707937423216,FARM,https://bsc.prismfinance.net,2021-08-23,https://bsc.prismfinance.net,BSC,C
1935,BNB,,0.60,2337.74,4,BSC,0.6017986442802048,FARM,https://triton.farm/,2021-08-23,https://triton.farm/,BSC,C
1936,BNB,,47.52,23.52,4,BSC,60.78388250468916,FARM,https://drmario.finance,2021-08-23,https://drmario.finance,BSC,F
1937,BNB,,259.53,9.78,4,BSC,1227.810822508924,FARM,https://silver.eternity.money,2021-08-23,,,
1938,BNB,,66643.34,1.63,4,BSC,4.668088376457492e+166,FARM,https://aloeswap.com,2021-08-23,https://aloeswap.com,BSC,D
1939,BNB,,606.34,32.37,4,BSC,40794.804891083266,FARM,https://poopswap.finance,2021-08-23,https://poopswap.finance,BSC,F
1940,BNB,,211.03,1.67,4,BSC,720.0727837200734,FARM,https://www.symbioteswap.net,2021-08-23,,,
1941,BNB,,0.00,436.99,0,BSC,0.0,FARM,http://shitz.lol,2021-08-23,http://shitz.lol,BSC,F
1942,BNB,,68.60,519.53,2,BSC,98.4478490708003,FARM,https://bsc.dojofarm.finance,2021-08-23,,,
1943,BNB,,0,0.00,4,BSC,0.0,FARM,https://www.bsc.space-defi.com,2021-08-23,https://www.bsc.space-defi.com,BSC,D
1944,BNB,,10.19,61.53,4,BSC,10.72569919762756,FARM,https://polyfrenchie.com,2021-08-23,,,
1945,BNB,,20.88,813647.56,3,BSC,23.21249744242495,FARM,https://app.treedefi.com,2021-08-23,https://app.treedefi.com,BSC,D
1946,BNB,,20.04,374.20,4,BSC,22.182422239695754,FARM,https://epsilon.parthenon.finance,2021-08-23,https://epsilon.parthenon.finance,BSC,F
1947,BNB,,61.41,27.97,4,BSC,84.70392979022219,FARM,https://eternity.money,2021-08-23,,,
1948,BNB,,4149.72,5836.00,4,BSC,1.1725012509691021e+19,FARM,https://bsc.woodchain.io,2021-08-23,,,
1949,BNB,,119.34,23.23,4,BSC,229.18617243204608,FARM,https://otterdefi.com,2021-08-23,https://otterdefi.com,BSC,F
1950,BNB,,1259541.99,0.05,4,BSC,,FARM,https://hamsterswaps.com,2021-08-23,,,
1951,BNB,,3872.36,0.48,4,BSC,9.6341754468799e+17,FARM,https://www.space-defia.com,2021-08-23,https://www.space-defia.com,BSC,F
1952,BNB,,0.40,281.40,3,BSC,0.4007988671820728,FARM,https://champagne.farm,2021-08-23,https://champagne.farm,BSC,D
1953,BNB,,93.20,15.90,4,BSC,153.65683538977984,FARM,https://greedy.smurf.money,2021-08-23,,,
1954,BNB,,25.07,461.88,2,BSC,28.48139769414717,FARM,https://miniduck.finance,2021-08-23,,,
1955,BNB,,1405.32,1.83,4,BSC,97423809.54823023,FARM,https://thunderbird.finance/,2021-08-23,https://thunderbird.finance/,BSC,C
1956,BNB,,34482.24,175.37,0,BSC,2.708601395531752e+107,FARM,https://chipshop.finance,2021-08-23,https://chipshop.finance,BSC,F
1957,BNB,,0,0.00,4,BSC,0.0,FARM,The RollerCoaster - https://sub1.chainedfarms.network,2021-08-23,,,
1958,BNB,,241.29,18.22,4,BSC,1007.7981777156996,FARM,https://godzillaswapdefi.com/,2021-08-23,,,
1959,BNB,,12.87,6835.67,4,BSC,13.732306824648944,FARM,https://jaguarswap.com,2021-08-23,https://jaguarswap.com,BSC,C
1960,BNB,,163.46,26.62,1.99,BSC,410.8729435821717,FARM,https://skunkswap.finance,2021-08-23,https://skunkswap.finance,BSC,F
1961,BNB,,11.13,18752.31,1.5,BSC,11.771121237678383,FARM,https://www.saltswap.finance/,2021-08-23,https://www.saltswap.finance/,BSC,D
1962,BNB,,16.86,4456.93,0.99,BSC,18.36005098618576,FARM,https://superlion.finance,2021-08-23,https://superlion.finance,BSC,F
1963,BNB,,0.00,124.08,0,BSC,0.0,FARM,https://midasgold.network,2021-08-23,https://midasgold.network,BSC,F
1964,BNB,,0,0.00,0,BSC,0.0,FARM,https://midasgold.network,2021-08-23,https://midasgold.network,BSC,F
1965,BNB,,57.65,3127570.52,0,BSC,77.89889579351774,FARM,https://bear.honeyfarm.finance,2021-08-23,,,
1966,BNB,,30.94,3287.44,5,BSC,36.242873189243156,FARM,https://veganswap.finance,2021-08-23,https://veganswap.finance,BSC,D
1967,BNB,,2.62,906.28,3,BSC,2.6545271946978533,FARM,https://marmelade.finance,2021-08-23,https://marmelade.finance,BSC,C
1968,BNB,,28.07,283.14,4,BSC,32.39134964699573,FARM,https://www.tigerfinancedefi.com,2021-08-23,https://www.tigerfinancedefi.com,BSC,D
1969,BNB,,155.28,13.88,4,BSC,370.914489698961,FARM,https://www.meatchfinance.com/,2021-08-23,https://www.meatchfinance.com/,BSC,D
1970,BNB,,1167.03,2.35,3,BSC,9749963.120291267,FARM,https://www.ufodefi.com,2021-08-23,,,
1971,BNB,,1.93,1645.69,4,BSC,1.948692879424474,FARM,https://zeusfarmsdefi.com,2021-08-23,https://zeusfarmsdefi.com,BSC,D
1972,BNB,,0,0.00,4,BSC,0.0,FARM,https://buddefi.com/,2021-08-23,https://buddefi.com/,BSC,F
1973,BNB,,298.04,31.44,4,BSC,1845.8765539205608,FARM,https://beta.pulsar.farm,2021-08-23,https://beta.pulsar.farm,BSC,D
1974,BNB,,0,0.00,4,BSC,0.0,FARM,https://greendefi.finance,2021-08-23,https://greendefi.finance,BSC,D
1975,BNB,,15.38,4681.49,4,BSC,16.62198325090367,FARM,https://www.alchemistdefi.com,2021-08-23,https://www.alchemistdefi.com,BSC,D
1976,BNB,,46.39,574.78,9,BSC,58.979559383139836,FARM,https://www.alchemistdefi.com,2021-08-23,https://www.alchemistdefi.com,BSC,D
1977,BNB,,39.86,250.74,3,BSC,48.94136392578472,FARM,https://kickstart.finance,2021-08-23,https://kickstart.finance,BSC,F
1978,BNB,,0.00,1958.61,4,BSC,0.0,FARM,https://app.pepr.finance,2021-08-23,https://app.pepr.finance,BSC,C
1979,BNB,,55.29,9039.10,4,BSC,73.7559699811353,FARM,https://clash.werewolf.farm,2021-08-23,,,
1980,BNB,,0.00,239.71,4,BSC,0.0,FARM,https://www.jurassicfarm.app,2021-08-23,https://www.jurassicfarm.app,BSC,F
1981,BNB,,0.00,239.71,4,BSC,0.0,FARM,https://www.jurassicfarm.app,2021-08-23,https://www.jurassicfarm.app,MATIC,F
1982,BNB,,126.72,978.40,4,BSC,254.3111719161181,FARM,https://app.mixswap.finance,2021-08-23,,,
1983,BNB,,142.22,45.10,4,BSC,313.4789495119791,FARM,https://kappa.parthenon.finance,2021-08-23,https://kappa.parthenon.finance,BSC,F
1984,BNB,,8.11,9955.24,4,BSC,8.446956954440154,FARM,https://bscrunner.com,2021-08-23,https://bscrunner.com,BSC,D
1985,BNB,,0,9996.57,0,BSC,0.0,FARM,https://app.uranium.finance,2021-08-23,https://app.uranium.finance,BSC,F
1986,BNB,,6.11,3728.48,4,BSC,6.299977381972233,FARM,https://mu.parthenon.finance,2021-08-23,https://mu.parthenon.finance,BSC,D
1987,BNB,,30.37,39258.06,3.9,BSC,35.46914585304444,FARM,https://lavacake.finance,2021-08-23,https://lavacake.finance,BSC,C
1988,BNB,,28.03,4.40,4,BSC,32.33844434625712,FARM,https://kong.jungleswap.cash,2021-08-23,,,
1989,BNB,,1977.51,2.35,3,BSC,23101744145.706726,FARM,https://vesuvius.finance,2021-08-23,https://vesuvius.finance,BSC,F
1990,BNB,,27.43,379.46,4,BSC,31.547390198395362,FARM,https://www.andromedadefi.com,2021-08-23,https://www.andromedadefi.com,BSC,C
1991,BNB,,140.50,269.47,3,BSC,306.45489425181387,FARM,https://www.zexswap.finance,2021-08-23,https://www.zexswap.finance,BSC,D
1992,BNB,,162.13,22.78,3.5,BSC,404.15309053576135,FARM,https://www.twilightfinance.org,2021-08-23,,,
1993,BNB,,14.76,2262.21,4,BSC,15.901460369898391,FARM,https://app.seedmoneyfinance.com,2021-08-23,https://app.seedmoneyfinance.com,BSC,C
1994,BNB,,44.64,1010.33,4,BSC,56.22502435250218,FARM,https://app.seedmoneyfinance.com,2021-08-23,https://app.seedmoneyfinance.com,BSC,C
1995,BNB,,248.42,7.40,4,BSC,1089.1030736946695,FARM,https://www.gengarfinance.com,2021-08-23,https://www.gengarfinance.com,BSC,D
1996,BNB,,315.52,6.25,4,BSC,2214.18046168036,FARM,https://bsc3.SpacePortDeFi.com,2021-08-23,,,
1997,BNB,,4.88,195.81,1.5,BSC,5.000690259117091,FARM,https://bourbondefi.com,2021-08-23,https://bourbondefi.com,BSC,C
1998,BNB,,3.00,4760.49,4,BSC,3.0453263600551006,FARM,https://goldrush.farm,2021-08-23,,,
1999,BNB,,39.15,778.33,4,BSC,47.888760663280586,FARM,https://toad.farm,2021-08-23,https://toad.farm,BSC,D
2000,BNB,,9.02,1590.01,1,BSC,9.438094522759366,FARM,https://mayoswap.com,2021-08-23,https://mayoswap.com,BSC,D
2001,BNB,,80.32,145.19,4,BSC,123.0704721780182,FARM,https://gamma.parthenon.finance,2021-08-23,https://gamma.parthenon.finance,BSC,F
2002,BNB,,772.75,1.95,2,BSC,209300.99950802646,FARM,https://greenbelt.finance,2021-08-23,https://greenbelt.finance,BSC,F
2003,BNB,,0,0.00,100,BSC,0.0,FARM,https://www.popit.farm,2021-08-23,,,
2004,BNB,,19678.70,5387.36,0,BSC,2.2738906553643156e+70,FARM,https://honeyfarm.finance,2021-08-23,,,
2005,BNB,,172.04,4.99,4,BSC,456.4227758813113,FARM,https://www.galenaswap.com,2021-08-23,,,
2006,BNB,,0.70,1258.23,4,BSC,0.7024489672949885,FARM,https://yodaswap.finance/,2021-08-23,,,
2007,BNB,,212.09,13.62,5,BSC,728.7611634803271,FARM,https://lawndefi.com,2021-08-23,https://lawndefi.com,BSC,F
2008,BNB,,108.88,257.58,4,BSC,196.58962687342844,FARM,https://fullsail.finance,2021-08-23,https://fullsail.finance,BSC,C
2009,BNB,,0.00,102.24,4,BSC,0.0,FARM,https://vanillacake.farm,2021-08-23,https://vanillacake.farm,BSC,D
2010,BNB,,5.03,2594.58,4,BSC,5.158288068874284,FARM,https://app.elephantswap.finance,2021-08-23,https://app.elephantswap.finance,BSC,C
2011,BNB,,50.73,1517.44,4,BSC,66.0216121485825,FARM,https://thunderswap.finance,2021-08-23,https://thunderswap.finance,BSC,C
2012,BNB,,32.22,542.42,4,BSC,37.996463808401785,FARM,,2021-08-23,,,
2013,BNB,,0.00,394.68,2,BSC,0.0,FARM,https://app.blueswap.finance,2021-08-23,https://app.blueswap.finance,BSC,D
2014,BNB,,37.30,516.61,0,BSC,45.18078051939558,FARM,https://app.gametoken.finance,2021-08-23,https://app.gametoken.finance,BSC,D
2015,BNB,,357.05,2960.86,4,BSC,3392.313143932255,FARM,https://www.frozencake.finance,2021-08-23,https://www.frozencake.finance,BSC,C
2016,BNB,,300.69,105.58,3.5,BSC,1897.7008951585244,FARM,,2021-08-23,,,
2017,BNB,,235.20,31811.36,3,BSC,942.7582374956519,FARM,https://takodefi.com,2021-08-23,https://takodefi.com,BSC,D
2018,BNB,,235.20,31811.36,3,BSC,942.7582374956519,FARM,https://takodefi.com,2021-08-23,https://takodefi.com,MATIC,D
2019,BNB,,2.34,27.72,4,BSC,2.367516022726601,FARM,https://jungleswap.cash,2021-08-23,,,
2020,BNB,,1829.54,5.11,4,BSC,5660712613.047019,FARM,https://bobadefi.com,2021-08-23,https://bobadefi.com,BSC,D
2021,BNB,,0.00,109228.36,2,BSC,0.0,FARM,https://gocerberus.finance,2021-08-23,https://gocerberus.finance,BSC,C
2022,BNB,,3.93,7505.27,4,BSC,4.008026120608621,FARM,https://www.magmacakefinance.com,2021-08-23,,,
2023,BNB,,2771.25,0.93,4,BSC,39845484618375.82,FARM,https://krustykrab.finance,2021-08-23,https://krustykrab.finance,BSC,D
2024,BNB,,1135.90,44.76,3,BSC,7210080.484938904,FARM,https://skylinefi.com,2021-08-23,https://skylinefi.com,BSC,F
2025,BNB,,1.93,438.81,4,BSC,1.948692879424474,FARM,https://www.carnageswap.net,2021-08-23,https://www.carnageswap.net,BSC,D
2026,BNB,,0,0.00,4,BSC,0.0,FARM,https://www.anoswap.finance,2021-08-23,https://www.anoswap.finance,BSC,D
2027,BNB,,49.42,25000.42,3.9,BSC,63.86385343178871,FARM,https://restaurantdefi.finance,2021-08-23,,,
2028,BNB,,462.63,2.34,4,BSC,9820.879867328822,FARM,https://papa.smurf.money,2021-08-23,,,
2029,BNB,,0,0.00,4,BSC,0.0,FARM,https://www.cobrafinance.org,2021-08-23,https://www.cobrafinance.org,BSC,F
2030,BNB,,1.60,2328.48,4,BSC,1.6128329075524306,FARM,https://farm.borgswap.exchange,2021-08-23,https://farm.borgswap.exchange,BSC,C
2031,BNB,,11.41,1803.78,4,BSC,12.08442205667244,FARM,https://antdefi.io,2021-08-23,https://antdefi.io,BSC,C
2032,BNB,,1340.58,8.26,4,BSC,52202938.72344544,FARM,https://antdefi.io,2021-08-23,https://antdefi.io,BSC,C
2033,BNB,,337.27,10.89,4,BSC,2770.906692691456,FARM,https://www.space-defio.com,2021-08-23,https://www.space-defio.com,BSC,F
2034,BNB,,12.25,489.65,4,BSC,13.029589009744956,FARM,https://app.matisse.finance,2021-08-23,https://app.matisse.finance,BSC,D
2035,BNB,,7.52,226.56,3,BSC,7.8091398813151525,FARM,https://www.punchdefi.com/,2021-08-23,,,
2036,BNB,,155.45,108322.74,4,BSC,371.712326249785,FARM,https://tenguswap.com,2021-08-23,,,
2037,BNB,,0,0.00,0,BSC,0.0,FARM,https://zoogame.app,2021-08-23,,,
2038,BNB,,9.32,552.29,2,BSC,9.766819060240861,FARM,https://printershares.finance,2021-08-23,https://printershares.finance,BSC,F
2039,BNB,,18.25,299.69,4,BSC,20.015941067768672,FARM,https://app.celesfinance.com,2021-08-23,https://app.celesfinance.com,BSC,F
2040,BNB,,5.22,6268.39,3.9,BSC,5.358250643571494,FARM,https://plumcake.finance,2021-08-23,https://plumcake.finance,BSC,C
2041,BNB,,0.00,0.00,3,BSC,0.0,FARM,https://shrimpswap.finance,2021-08-23,https://shrimpswap.finance,BSC,D
2042,BNB,,23.82,786.17,4.00,BSC,26.88643766301051,FARM,https://app.donald.finance,2021-08-23,https://app.donald.finance,BSC,F
2043,BNB,,30.70,7089.46,4,BSC,35.916557564393116,FARM,https://bitblocks.finance,2021-08-23,https://bitblocks.finance,BSC,C
2044,BNB,,178.12,104.47,4,BSC,491.1312924870833,FARM,https://www.jiggly.finance,2021-08-23,https://www.jiggly.finance,BSC,C
2045,BNB,,5.68,581.31,4,BSC,5.843942309978645,FARM,https://www.blacksheepdefi.com,2021-08-23,https://www.blacksheepdefi.com,BSC,F
2046,BNB,,0,0.00,4,BSC,0.0,FARM,https://abu.1001nights.gold,2021-08-23,,,
2047,BNB,,2.85,13899.71,4,BSC,2.890886605614962,FARM,https://www.cryptosphere.finance,2021-08-23,,,
2048,BNB,,60.71,26.25,4,BSC,83.41766123379372,FARM,https://dexterlab.finance,2021-08-23,,,
2049,BNB,,79.02,461.46,3,BSC,120.19555856609969,FARM,https://snek.farm,2021-08-23,https://snek.farm,BSC,C
2050,BNB,,55.45,225.75,4,BSC,74.03378028773457,FARM,https://thoreum.finance,2021-08-23,https://thoreum.finance,BSC,C
2051,BNB,,3.11,2014.06,4,BSC,3.158729087458778,FARM,https://thoreum.finance,2021-08-23,https://thoreum.finance,BSC,C
2052,BNB,,11.57,5410.78,10,BSC,12.26384415028412,FARM,https://thoreum.finance,2021-08-23,https://thoreum.finance,BSC,C
2053,BNB,,135.45,924242.51,10,BSC,286.5120866209477,FARM,https://thoreum.finance,2021-08-23,https://thoreum.finance,BSC,C
2054,BNB,,135.96,345290.68,10,BSC,288.48099443450684,FARM,https://thoreum.finance,2021-08-23,https://thoreum.finance,BSC,C
2055,BNB,,80.75,78.50,4,BSC,124.02961960105578,FARM,https://bloodmoon.werewolf.farm,2021-08-23,https://bloodmoon.werewolf.farm,BSC,D
2056,BNB,,86.22,69.72,4,BSC,136.59585821340258,FARM,https://www.hydradefi.com,2021-08-23,https://www.hydradefi.com,BSC,D
2057,BNB,,7.83,2396.40,4,BSC,8.143796294910377,FARM,https://mooncakeswap.finance,2021-08-23,https://mooncakeswap.finance,BSC,D
2058,BNB,,0,0.00,4,BSC,0.0,FARM,https://cobra.jungleswap.cash,2021-08-23,,,
2059,BNB,,115.51,1.03,4,BSC,216.85564291464715,FARM,https://www.faxe.farmwiki.xyz,2021-08-23,https://www.faxe.farmwiki.xyz,BSC,D
2060,BNB,,0.00,26346.08,4,BSC,0.0,FARM,https://gatorswap.xyz,2021-08-23,https://gatorswap.xyz,BSC,C
2061,BNB,,82.87,232.79,4,BSC,128.81890039265141,FARM,https://cinnamonroll.fi,2021-08-23,https://cinnamonroll.fi,BSC,F
2062,BNB,,34.31,71.14,4,BSC,40.90825854130706,FARM,https://cashcowswap.org,2021-08-23,https://cashcowswap.org,BSC,D
2063,BNB,,9.91,92.91,4,BSC,10.416185982665338,FARM,https://www.fedswap.finance/,2021-08-23,,,
2064,BNB,,0,0.00,4,BSC,0.0,FARM,https://sponge.farm,2021-08-23,,,
2065,BNB,,2704.77,0.47,4,BSC,21468749684730.67,FARM,https://www.fungifinance.com,2021-08-23,,,
2066,BNB,,18.39,584.18,4,BSC,20.18399664665056,FARM,https://moonharvest.net,2021-08-23,https://moonharvest.net,BSC,F
2067,BNB,,35.62,30.82,4,BSC,42.76451047043233,FARM,https://www.halvar.farmwiki.xyz,2021-08-23,https://www.halvar.farmwiki.xyz,BSC,D
2068,BNB,,456.81,31.71,4,BSC,9266.74385863002,FARM,,2021-08-23,,,
2069,BNB,,0.00,70.60,1.99,BSC,0.0,FARM,https://berlin.worldswap.finance,2021-08-23,https://berlin.worldswap.finance,BSC,D
2070,BNB,,14.91,95912.43,4,BSC,16.07537227731788,FARM,https://finance.zcore.network,2021-08-23,https://finance.zcore.network,BSC,D
2071,BNB,,3.45,1062.26,4,BSC,3.5100340771253347,FARM,The Main Farm - https://main.chainedfarms.network,2021-08-23,,,
2072,BNB,,94.00,1669.06,4,BSC,155.68899666666076,FARM,https://muscle.finance,2021-08-23,https://muscle.finance,BSC,D
2073,BNB,,36.17,1792.20,4,BSC,43.55110287185091,FARM,https://app.hyruleswap.com,2021-08-23,https://app.hyruleswap.com,BSC,D
2074,BNB,,44.20,162.59,4,BSC,55.539976149532635,FARM,https://www.grizzlyswap.com,2021-08-23,https://www.grizzlyswap.com,BSC,C
2075,BNB,,2374.81,4.62,4.5,BSC,981807773554.5002,FARM,https://jadedefi.com,2021-08-23,https://jadedefi.com,BSC,F
2076,BNB,,136.44,1291.38,4,BSC,290.3432200794321,FARM,https://farms.tinville.finance,2021-08-23,https://farms.tinville.finance,BSC,F
2077,BNB,,54.45,234.72,3.5,BSC,72.30470533360634,FARM,https://foxfinance.org,2021-08-23,,,
2078,BNB,,7.77,488.79,4,BSC,8.078943333961487,FARM,https://TheKongFinance.com,2021-08-23,,,
2079,BNB,,68.82,99.87,4,BSC,98.88409281735446,FARM,https://zeta.parthenon.finance,2021-08-23,https://zeta.parthenon.finance,BSC,F
2080,BNB,,14.64,13904.56,4,BSC,15.762517957200428,FARM,https://thelab.finance,2021-08-23,https://thelab.finance,BSC,C
2081,BNB,,1808.37,11.77,3.9,BSC,4626954723.443958,FARM,https://www.coralfarm.finance/,2021-08-23,https://www.coralfarm.finance/,BSC,C
2082,BNB,,28.05,1453803.06,4,BSC,32.36489436062908,FARM,https://pantherswap.com,2021-08-23,https://pantherswap.com,BSC,C
2083,BNB,,0,0.00,4,BSC,0.0,FARM,https://adamant.eternity.money,2021-08-23,,,
2084,BNB,,7.94,110805.47,4,BSC,8.262794200881585,FARM,https://evodefi.com,2021-08-23,https://evodefi.com,BSC,C
2085,BNB,,609.71,4.93,4,BSC,42173.095843729956,FARM,https://scarab.farm/,2021-08-23,,,
2086,BNB,,103.70,135184.47,4,BSC,181.65977248312078,FARM,https://farm.ibg.finance,2021-08-23,,,
2087,BNB,,7.27,381.49,4,BSC,7.5400081133006,FARM,https://greyhound.farm,2021-08-23,https://greyhound.farm,BSC,F
2088,BNB,,2095.97,995559.81,0,BSC,70944695883.82031,FARM,,2021-08-23,,,
2089,BNB,,22.21,4487.25,3,BSC,24.861189995071275,FARM,https://dragonballfinance.org,2021-08-23,https://dragonballfinance.org,BSC,D
2090,BNB,,24.68,101.32,4,BSC,27.98163600246346,FARM,https://poseidonswap.com,2021-08-23,https://poseidonswap.com,BSC,F
2091,BNB,,1293.03,5.77,4,BSC,32989681.292339258,FARM,https://1001nights.gold,2021-08-23,,,
2092,BNB,,0,0.00,4,BSC,0.0,FARM,https://www.blueballs.finance,2021-08-23,https://www.blueballs.finance,BSC,D
2093,BNB,,255.33,44.90,4,BSC,1173.5722333622857,FARM,https://mouse.farm,2021-08-23,https://mouse.farm,BSC,D
2094,BNB,,0,0.00,1.99,BSC,0.0,FARM,https://london.worldswap.finance,2021-08-23,,,
2095,BNB,,450.62,10.32,4,BSC,8711.216677497781,FARM,https://www.venomswap.net,2021-08-23,https://www.venomswap.net,BSC,F
2096,BNB,,12.04,348.07,4,BSC,12.792554716636406,FARM,https://www.narutofinance.com,2021-08-23,https://www.narutofinance.com,BSC,F
2097,BNB,,12.50,16965.14,4,BSC,13.312420482859189,FARM,https://simurgh.finance,2021-08-23,https://simurgh.finance,BSC,D
